body_name,body_mass,location_x,location_y,location_z,velocity_x,velocity_y,velocity_z
sun,2.00E+30,0,0,0,0,0,0
mercury,3.29E+23,0,57000000000,0,47000,0,0
venus,4.80E+24,0,1.10E+11,0,35000,0,0
earth,6.00E+24,0,1.50E+11,0,30000,0,0
mars,2.40E+24,0,2.20E+11,0,24000,0,0
jupiter,1.00E+28,0,7.70E+11,0,13000,0,0
saturn,5.70E+26,0,1.40E+12,0,9000,0,0
uranus,8.70E+25,0,2.80E+12,0,6835,0,0
neptune,1.00E+26,0,4.50E+12,0,5477,0,0
pluto,1.30E+22,0,3.70E+12,0,4748,0,0
